run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,alpha,bin
193,1,3,0.000218921654206,20.6677132573,0.220834034029,na,0.0267498858762,del,1,sel,86647.2163811,sel_ins_e|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,35
193,1,3,0.000211539278094,na,na,0,0.0137177593756,del,1,neu,86647.2163811,sel_ins_e|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,35
193,1,3,0.000134773749654,na,na,0,0,ins,1,neu,86647.2163811,sel_ins_e|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,35
193,1,3,0.000115822100281,11.3171233806,0.0304798670396,na,0,ins,1,sel,86647.2163811,sel_ins_e|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,35
205,1,3,0.000211826773386,na,na,0,0.0135264469865,del,1,neu,86558.7649313,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,37
205,1,3,0.000201999195161,119.229649479,0.0870627543502,na,0.0119257325316,del,1,sel,86558.7649313,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,37
205,1,3,0.000135024362512,na,na,0,0,ins,1,neu,86558.7649313,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,37
205,1,3,0.000124172655053,0.284809647397,0.13846165651,na,0.0149070313929,ins,1,sel,86558.7649313,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,37
154,1,3,0.000211859823834,na,na,0,0.0136211160008,del,1,neu,86518.1416291,sel_ins_e|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,31
154,1,3,0.000197847260168,72.0245866117,0.11427678761,na,0.0132226961836,del,1,sel,86518.1416291,sel_ins_e|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,31
154,1,3,0.000135012824933,na,na,0,0,ins,1,neu,86518.1416291,sel_ins_e|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,31
154,1,3,0.000126362327172,113.930586561,0.0150978489326,na,0,ins,1,sel,86518.1416291,sel_ins_e|neu_ins_e_1,500,True,indel_continuous_1class,30,NA,31
73,1,3,0.000211219706001,na,na,0,0.0137248853476,del,1,neu,86517.2980885,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,36
73,1,3,0.000168154115227,3.9052854428,0.192689991077,na,0.0175449269095,del,1,sel,86517.2980885,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,36
73,1,3,0.000138801771099,81.2652948924,0.0497444563336,na,0.00172901907576,ins,1,sel,86517.2980885,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,36
73,1,3,0.00013456731012,na,na,0,0,ins,1,neu,86517.2980885,neu_ins_e_1,500,True,indel_continuous_1class,30,NA,36
332,1,3,0.000211854723897,na,na,0,0.01368370149,del,1,neu,86490.1063584,,500,True,indel_continuous_1class,30,NA,43
332,1,3,0.000207311897362,80.781791017,0.107134486231,na,0.0188426580452,del,1,sel,86490.1063584,,500,True,indel_continuous_1class,30,NA,43
332,1,3,0.000143507171975,371.1124599,0.0548401359095,na,0.000534415047539,ins,1,sel,86490.1063584,,500,True,indel_continuous_1class,30,NA,43
332,1,3,0.000134988097397,na,na,0,2.22044604925e-18,ins,1,neu,86490.1063584,,500,True,indel_continuous_1class,30,NA,43
44,1,3,0.00025378948172,171.382180089,0.164072561441,na,0.0447782404411,del,1,sel,86430.733513,r_19,500,True,indel_continuous_1class,30,NA,49
44,1,3,0.000219162631973,na,na,0,0.0457173709951,del,1,neu,86430.733513,r_19,500,True,indel_continuous_1class,30,NA,49
44,1,3,0.000167490822234,625.23166598,0.040007349593,na,0.0685043289075,ins,1,sel,86430.733513,r_19,500,True,indel_continuous_1class,30,NA,49
44,1,3,0.000146205519366,na,na,0,0.075063112033,ins,1,neu,86430.733513,r_19,500,True,indel_continuous_1class,30,NA,49
245,1,3,0.000251750924011,118.908311021,0.192104350932,na,0.04656043319,del,1,sel,86334.8176217,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,NA,48
245,1,3,0.000218391548671,na,na,0,0.0459511280592,del,1,neu,86334.8176217,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,NA,48
245,1,3,0.000145704065535,na,na,0,0.0754583924808,ins,1,neu,86334.8176217,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,NA,48
245,1,3,0.00014119157651,5000,0.00152343654669,na,0.0657491598552,ins,1,sel,86334.8176217,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,NA,48
