run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,bin
497,1,3,0.000242452618433,5000,0.0691506038134,na,0.0567360109313,ins,1,sel,30941.9260881,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,14
497,1,3,1e-10,na,na,0,0.346171753248,ins,1,neu,30941.9260881,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,14
497,1,3,1e-10,na,na,0,0.0309530196644,del,1,neu,30941.9260881,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,14
315,1,3,0.000275240771855,1.40589045936,5.71087997741,na,0.0109385507745,del,1,sel,27571.0875258,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,15
315,1,3,0.000180782512113,0.1,60.7256975226,na,2.22044604925e-18,ins,1,sel,27571.0875258,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,15
315,1,3,1e-10,na,na,0,0.00797988070484,del,1,neu,27571.0875258,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,15
315,1,3,1e-10,na,na,0,0.000173784105447,ins,1,neu,27571.0875258,neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,15
34,1,3,0.000550543097075,359.658934712,0.435570789379,na,0.0546654577638,del,1,sel,26520.175845,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,16
34,1,3,0.000223822911932,14.7754514349,1.02863893686,na,0.0574460328211,ins,1,sel,26520.175845,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,16
34,1,3,1e-10,na,na,0,0.119788148209,del,1,neu,26520.175845,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,16
34,1,3,1e-10,na,na,0,0.00611620456885,ins,1,neu,26520.175845,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,16
290,1,3,0.000902538285171,76.7566011174,1.50908204965,na,0.0366690597588,del,1,sel,23820.9373696,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,17
290,1,3,0.000490161168736,49.628515855,1.58236885209,na,0.0347025974845,ins,1,sel,23820.9373696,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,17
290,1,3,1e-10,na,na,0,0.404219693419,ins,1,neu,23820.9373696,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,17
290,1,3,1e-10,na,na,0,0.177445717828,del,1,neu,23820.9373696,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,17
