run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,bin
290,1,3,0.000212219967606,na,na,0,0.0135567724963,del,1,neu,96836.2322453,neu_ins_e_1,500,True,indel_continuous_1class,30,26
290,1,3,0.00014041810909,99.2304546138,0.0129061721289,na,0.00684091482274,ins,1,sel,96836.2322453,neu_ins_e_1,500,True,indel_continuous_1class,30,26
290,1,3,0.000135264049892,na,na,0,0,ins,1,neu,96836.2322453,neu_ins_e_1,500,True,indel_continuous_1class,30,26
135,1,3,0.000220645404149,66.2401510902,0.0895164318368,na,0.0263185666534,del,1,sel,95918.7327365,neu_ins_e_1,500,True,indel_continuous_1class,30,27
135,1,3,0.000212274338076,na,na,0,0.0135616498965,del,1,neu,95918.7327365,neu_ins_e_1,500,True,indel_continuous_1class,30,27
135,1,3,0.00013550594071,136.309253583,0.0208418868439,na,0.013227654654,ins,1,sel,95918.7327365,neu_ins_e_1,500,True,indel_continuous_1class,30,27
135,1,3,0.000135296725983,na,na,0,0,ins,1,neu,95918.7327365,neu_ins_e_1,500,True,indel_continuous_1class,30,27
167,1,3,0.000262419339366,107.307748012,0.157083945161,na,0.0161426539843,del,1,sel,94989.6890252,neu_ins_e_1,500,True,indel_continuous_1class,30,29
167,1,3,0.00021247577052,na,na,0,0.0134035145144,del,1,neu,94989.6890252,neu_ins_e_1,500,True,indel_continuous_1class,30,29
167,1,3,0.00016569497093,108.191510564,0.104006684361,na,0.0195054940885,ins,1,sel,94989.6890252,neu_ins_e_1,500,True,indel_continuous_1class,30,29
167,1,3,0.00013548102947,na,na,0,0,ins,1,neu,94989.6890252,neu_ins_e_1,500,True,indel_continuous_1class,30,29
95,1,3,0.000224849641146,20.9588789751,0.25255334019,na,0.020144034453,del,1,sel,94925.8997197,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,28
95,1,3,0.000212056052391,na,na,0,0.0137029381243,del,1,neu,94925.8997197,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,28
95,1,3,0.000135107678428,na,na,0,0,ins,1,neu,94925.8997197,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,28
95,1,3,0.000133839414014,0.1,0.001,na,0.0271016465424,ins,1,sel,94925.8997197,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,28
68,1,3,0.000222068811578,1515.68032048,0.0323915880234,na,0.0114297378612,del,1,sel,94903.5249767,neu_ins_e_1,500,True,indel_continuous_1class,30,30
68,1,3,0.00021278857068,na,na,0,0.0136518976123,del,1,neu,94903.5249767,neu_ins_e_1,500,True,indel_continuous_1class,30,30
68,1,3,0.000175843333358,126.993614567,0.0864069947535,na,0.037528015632,ins,1,sel,94903.5249767,neu_ins_e_1,500,True,indel_continuous_1class,30,30
68,1,3,0.000135593539534,na,na,0,0,ins,1,neu,94903.5249767,neu_ins_e_1,500,True,indel_continuous_1class,30,30
348,1,3,0.000241744776499,76.5964854541,0.148309883314,na,0.0258837660783,del,1,sel,94118.1901609,,500,True,indel_continuous_1class,30,31
348,1,3,0.000211950388491,na,na,0,0.0136870413036,del,1,neu,94118.1901609,,500,True,indel_continuous_1class,30,31
348,1,3,0.000142964364433,158.728624448,0.0146662768955,na,0.0324236514261,ins,1,sel,94118.1901609,,500,True,indel_continuous_1class,30,31
348,1,3,0.000135046707685,na,na,0,2.22044604925e-18,ins,1,neu,94118.1901609,,500,True,indel_continuous_1class,30,31
492,1,3,0.000271578518957,121.56431767,0.174599860554,na,0.0271701376812,del,1,sel,93837.2322187,neu_ins_e_1,500,True,indel_continuous_1class,30,32
492,1,3,0.000212014942683,na,na,0,0.0137384377641,del,1,neu,93837.2322187,neu_ins_e_1,500,True,indel_continuous_1class,30,32
492,1,3,0.000205786619421,375.501489202,0.116679822468,na,0.0286355415542,ins,1,sel,93837.2322187,neu_ins_e_1,500,True,indel_continuous_1class,30,32
492,1,3,0.000135069212024,na,na,0,0,ins,1,neu,93837.2322187,neu_ins_e_1,500,True,indel_continuous_1class,30,32
290,1,3,0.000249909298208,127.002989159,0.107760015165,na,0.0451029693533,del,1,sel,93553.997632,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,33
290,1,3,0.000218131936677,na,na,0,0.0459326903238,del,1,neu,93553.997632,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,33
290,1,3,0.000160745974562,5000,0.00821588398512,na,0.0644342957107,ins,1,sel,93553.997632,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,33
290,1,3,0.000145507589502,na,na,0,0.0753475875727,ins,1,neu,93553.997632,r_19|sel_ins_scale,500,True,indel_continuous_1class,30,33
499,1,3,0.000297071079352,176.754232172,0.174212877225,na,0.0343007027295,del,1,sel,93171.6997524,,500,True,indel_continuous_1class,30,34
499,1,3,0.000212344269174,na,na,0,0.0138890970704,del,1,neu,93171.6997524,,500,True,indel_continuous_1class,30,34
499,1,3,0.000188178816757,131.152476341,0.130537418993,na,0.0231668394967,ins,1,sel,93171.6997524,,500,True,indel_continuous_1class,30,34
499,1,3,0.000135227757432,na,na,0,5.3570742489e-06,ins,1,neu,93171.6997524,,500,True,indel_continuous_1class,30,34
103,1,3,0.000236316419091,96.279359315,0.100978394516,na,0.0283560063453,del,1,sel,92526.574707,neu_ins_e_1,500,True,indel_continuous_1class,30,35
103,1,3,0.000212442334204,na,na,0,0.0137120786711,del,1,neu,92526.574707,neu_ins_e_1,500,True,indel_continuous_1class,30,35
103,1,3,0.000150125611439,159.912649848,0.0549379387348,na,0.00599230447531,ins,1,sel,92526.574707,neu_ins_e_1,500,True,indel_continuous_1class,30,35
103,1,3,0.000135350704149,na,na,0,0,ins,1,neu,92526.574707,neu_ins_e_1,500,True,indel_continuous_1class,30,35
458,1,3,0.000246151956708,109.360379042,0.144588338625,na,0.0166557563455,del,1,sel,91900.5130118,neu_ins_e_1,500,True,indel_continuous_1class,30,36
458,1,3,0.000211700915032,na,na,0,0.0133252313093,del,1,neu,91900.5130118,neu_ins_e_1,500,True,indel_continuous_1class,30,36
458,1,3,0.000164440889195,27.9370925593,0.153148294099,na,0.0378582261479,ins,1,sel,91900.5130118,neu_ins_e_1,500,True,indel_continuous_1class,30,36
458,1,3,0.000135014927905,na,na,0,0,ins,1,neu,91900.5130118,neu_ins_e_1,500,True,indel_continuous_1class,30,36
6,1,3,0.000259668315981,103.328223191,0.154873696098,na,0.0164568525265,del,1,sel,91730.5314965,,500,True,indel_continuous_1class,30,37
6,1,3,0.000211905269867,na,na,0,0.013637689961,del,1,neu,91730.5314965,,500,True,indel_continuous_1class,30,37
6,1,3,0.000148270955936,4042.62023818,0.0104679952832,na,0.0060987364341,ins,1,sel,91730.5314965,,500,True,indel_continuous_1class,30,37
6,1,3,0.000135048960537,na,na,0,6.5948286566e-05,ins,1,neu,91730.5314965,,500,True,indel_continuous_1class,30,37
57,1,3,0.000231797800068,14.3714239638,0.214720882696,na,0.0292034563385,del,1,sel,91675.1669411,neu_ins_e_1,500,True,indel_continuous_1class,30,39
57,1,3,0.000211619085105,na,na,0,0.0134548589943,del,1,neu,91675.1669411,neu_ins_e_1,500,True,indel_continuous_1class,30,39
57,1,3,0.000169174628435,110.471879316,0.0825475909101,na,0.00680873654823,ins,1,sel,91675.1669411,neu_ins_e_1,500,True,indel_continuous_1class,30,39
57,1,3,0.000134916662052,na,na,0,0,ins,1,neu,91675.1669411,neu_ins_e_1,500,True,indel_continuous_1class,30,39
232,1,3,0.000223850868454,24.3519368314,0.189560458189,na,0.000537044579699,del,1,sel,91430.6043715,neu_ins_e_1,500,True,indel_continuous_1class,30,38
232,1,3,0.000211672780453,na,na,0,0.0135216270008,del,1,neu,91430.6043715,neu_ins_e_1,500,True,indel_continuous_1class,30,38
232,1,3,0.000168448981485,111.677579572,0.0892956151276,na,0.0184983350385,ins,1,sel,91430.6043715,neu_ins_e_1,500,True,indel_continuous_1class,30,38
232,1,3,0.000134927529193,na,na,0,0,ins,1,neu,91430.6043715,neu_ins_e_1,500,True,indel_continuous_1class,30,38
368,1,3,0.0002153253237,15.1709819758,0.122693769209,na,0.0564098522891,del,1,sel,90911.5520869,neu_ins_e_1,500,True,indel_continuous_1class,30,40
368,1,3,0.000211091350453,na,na,0,0.0134727388001,del,1,neu,90911.5520869,neu_ins_e_1,500,True,indel_continuous_1class,30,40
368,1,3,0.000138990357366,17.5398791915,0.0810277259061,na,0.00188034767696,ins,1,sel,90911.5520869,neu_ins_e_1,500,True,indel_continuous_1class,30,40
368,1,3,0.000134574201736,na,na,0,0,ins,1,neu,90911.5520869,neu_ins_e_1,500,True,indel_continuous_1class,30,40
413,1,3,0.000283103359707,101.504114733,0.173461700678,na,0.0146073713585,del,1,sel,90699.1582994,,500,True,indel_continuous_1class,30,43
413,1,3,0.000212029989616,na,na,0,0.0136351259946,del,1,neu,90699.1582994,,500,True,indel_continuous_1class,30,43
413,1,3,0.000147348600605,113.744842423,0.0261377571846,na,0.0131939199319,ins,1,sel,90699.1582994,,500,True,indel_continuous_1class,30,43
413,1,3,0.000135115575895,na,na,0,2.22044604925e-18,ins,1,neu,90699.1582994,,500,True,indel_continuous_1class,30,43
444,1,3,0.00025746288261,125.960778644,0.133387474638,na,0.0273207518765,del,1,sel,90521.8446578,sel_ins_e,500,True,indel_continuous_1class,30,42
444,1,3,0.000212114365481,na,na,0,0.0147084864245,del,1,neu,90521.8446578,sel_ins_e,500,True,indel_continuous_1class,30,42
444,1,3,0.000149257732401,16.1574897157,0.114339716199,na,0,ins,1,sel,90521.8446578,sel_ins_e,500,True,indel_continuous_1class,30,42
444,1,3,0.000135354137173,na,na,0,0.00250642094701,ins,1,neu,90521.8446578,sel_ins_e,500,True,indel_continuous_1class,30,42
488,1,3,0.000243577920871,99.8503653458,0.165698851624,na,0.0175736349147,del,1,sel,90139.469767,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,41
488,1,3,0.000211715021447,na,na,0,0.0135263270735,del,1,neu,90139.469767,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,41
488,1,3,0.00013527781817,0.1,0.001,na,0.0117171658477,ins,1,sel,90139.469767,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,41
488,1,3,0.000134953132224,na,na,0,0,ins,1,neu,90139.469767,sel_ins_shape|neu_ins_e_1|sel_ins_scale,500,True,indel_continuous_1class,30,41
212,1,3,0.000243338973026,118.114235693,0.11406389242,na,0.0198131368293,del,1,sel,90034.0134519,,500,True,indel_continuous_1class,30,44
212,1,3,0.000212250550772,na,na,0,0.013710672021,del,1,neu,90034.0134519,,500,True,indel_continuous_1class,30,44
212,1,3,0.000147019477993,137.531155683,0.0379227315295,na,0.0232386842139,ins,1,sel,90034.0134519,,500,True,indel_continuous_1class,30,44
212,1,3,0.000135229261665,na,na,0,2.22044604925e-18,ins,1,neu,90034.0134519,,500,True,indel_continuous_1class,30,44
28,1,3,0.000251493688964,101.987813031,0.142286577214,na,0.032769105183,del,1,sel,89683.6458201,neu_ins_e_1,500,True,indel_continuous_1class,30,46
28,1,3,0.000211992145277,na,na,0,0.0136161150158,del,1,neu,89683.6458201,neu_ins_e_1,500,True,indel_continuous_1class,30,46
28,1,3,0.000167429770563,249.865824458,0.0604027142766,na,0.0547650695299,ins,1,sel,89683.6458201,neu_ins_e_1,500,True,indel_continuous_1class,30,46
28,1,3,0.00013509711311,na,na,0,0,ins,1,neu,89683.6458201,neu_ins_e_1,500,True,indel_continuous_1class,30,46
287,1,3,0.000233195161004,28.1790246379,0.211572972779,na,0.0107159967736,del,1,sel,89674.7510757,neu_ins_e_1,500,True,indel_continuous_1class,30,45
287,1,3,0.000211977740043,na,na,0,0.0136578679451,del,1,neu,89674.7510757,neu_ins_e_1,500,True,indel_continuous_1class,30,45
287,1,3,0.000149854842121,114.199100033,0.0471347416383,na,0.00762940829145,ins,1,sel,89674.7510757,neu_ins_e_1,500,True,indel_continuous_1class,30,45
287,1,3,0.0001350740872,na,na,0,0,ins,1,neu,89674.7510757,neu_ins_e_1,500,True,indel_continuous_1class,30,45
41,1,3,0.000218786475372,na,na,0,0.0456479961711,del,1,neu,89397.9875071,,500,True,indel_continuous_1class,30,47
