run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,window
319,1,3,0.000259010435758,na,na,-1.06304916728,0.0252604028788,del,1,sel,85618.3341181,,500,True,indel_discrete_1class,28,174
445,1,3,0.000160431156502,na,na,0,0.00886458759273,ins,1,neu,84474.7744317,sel_del_e_1,500,True,indel_discrete_1class,28,175
445,1,3,0.000255002765415,na,na,0,0.0164068395286,del,1,neu,84474.7744317,sel_del_e_1,500,True,indel_discrete_1class,28,175
445,1,3,0.000220727333933,na,na,-0.485438279176,0.021618246275,ins,1,sel,84474.7744317,sel_del_e_1,500,True,indel_discrete_1class,28,175
445,1,3,0.000267306122543,na,na,-0.378887767709,0,del,1,sel,84474.7744317,sel_del_e_1,500,True,indel_discrete_1class,28,175
466,1,3,0.000160509216369,na,na,0,0.0130320634407,ins,1,neu,83492.0035171,,500,True,indel_discrete_1class,28,178
466,1,3,0.000254557505738,na,na,0,0.01819127383,del,1,neu,83492.0035171,,500,True,indel_discrete_1class,28,178
466,1,3,0.000176425578186,na,na,0.612048170421,0.000338385739333,ins,1,sel,83492.0035171,,500,True,indel_discrete_1class,28,178
466,1,3,0.000280992612779,na,na,0.0561901692966,0.0189896684134,del,1,sel,83492.0035171,,500,True,indel_discrete_1class,28,178
115,1,3,0.000158535049029,na,na,0,0,ins,1,neu,81459.6538307,neu_ins_e_1,500,True,indel_discrete_1class,28,179
115,1,3,0.000253379004341,na,na,0,0.0129268776487,del,1,neu,81459.6538307,neu_ins_e_1,500,True,indel_discrete_1class,28,179
115,1,3,0.000154828664468,na,na,-3.86732874166,0.0284501474214,ins,1,sel,81459.6538307,neu_ins_e_1,500,True,indel_discrete_1class,28,179
115,1,3,0.000225958703309,na,na,-3.53167931735,0.0501158076319,del,1,sel,81459.6538307,neu_ins_e_1,500,True,indel_discrete_1class,28,179
445,1,3,0.000170842549926,na,na,0,0.0686295697976,ins,1,neu,84702.8883218,,500,True,indel_discrete_1class,28,17
445,1,3,0.000261544004716,na,na,0,0.0410440479629,del,1,neu,84702.8883218,,500,True,indel_discrete_1class,28,17
445,1,3,0.000195119310087,na,na,-1.17083711131,0.0675401532786,ins,1,sel,84702.8883218,,500,True,indel_discrete_1class,28,17
445,1,3,0.000224344125836,na,na,-1.36343677795,0.0562763305361,del,1,sel,84702.8883218,,500,True,indel_discrete_1class,28,17
